id,content,score,content_length,cleaned_content,keywords_str
1308,发货快，东西好，棒棒棒，推荐给家人了，还会购买,5,23,发货快东西好棒棒棒推荐给家人了还会购买,棒棒 推荐 发货 购买 东西
1309,给老婆买的！手机用了一段时间才来评价的！买的黑色，老婆很喜欢。其实她用手机就平常用用，不玩游戏！运行流畅拍照好就可以！挺适合她的！,5,65,给老婆买的手机用了一段时间才来评价的买的黑色老婆很喜欢其实她用手机就平常用用不玩游戏运行流畅拍照好就可以挺适合她的,老婆 用用 黑色 适合 一段时间 玩游戏 运行 手机 评价 拍照 流畅 喜欢
1310,第二次买魅族魅篮手机了，真的很不错，赠品也很多，下次有需要还会再来的。祝店家生意隆。,5,42,第二次买魅族魅篮手机了真的很不错赠品也很多下次有需要还会再来的祝店家生意隆,魅族 赠品 第二次 还会 店家 下次 需要 很多 真的 不错 手机
1311,手机收到，质量不错，物流也很快。,5,16,手机收到质量不错物流也很快,质量 物流 很快 收到 不错 手机
1312,一如既往的选择京东，好东西重点是不贵！！！,5,21,一如既往的选择京东好东西重点是不贵,一如既往 选择 东西 京东
1313,这个??是我在京东商城买的第3次商品了，选择京东购物是因为我是京东会员，况且也是大品牌，京东的服务态度非常好?配送服务非常周到，只是这次这款红米6A手机配送服务时间太久了，让我有点对京东配送有点失望，不过还好京东配送中心物流服务还是蛮好的，在这里向京东商城所有的工作人员致敬！你们辛苦了,5,143,这个是我在京东商城买的第次商品了选择京东购物是因为我是京东会员况且也是大品牌京东的服务态度非常好配送服务非常周到只是这次这款红米手机配送服务时间太久了让我有点对京东配送有点失望不过还好京东配送中心物流服务还是蛮好的在这里向京东商城所有的工作人员致敬你们辛苦了,配送 京东 服务 商城 是因为 辛苦 所有 非常 商品 失望 红米 服务态度 选择 品牌 还好
1314,途中花费了不少时间，产品质量还是不错的，使用几天感觉挺好的。,5,30,途中花费了不少时间产品质量还是不错的使用几天感觉挺好的,不少 时间 几天 使用 感觉 不错
1315,手机性价比高，值得拥有。,4,12,手机性价比高值得拥有,拥有 值得 性价比 手机
1316,手机很不错，用了感觉1000块钱的手机值了，虽然买了不到一个月就弄丢了?,5,36,手机很不错用了感觉块钱的手机值了虽然买了不到一个月就弄丢了,块钱 一个月 不到 手机 感觉 不错
1317,屏幕色彩确实不错，ui看着还可以，备用机用着还可以,5,25,屏幕色彩确实不错看着还可以备用机用着还可以,备用机 色彩 看着 确实 屏幕 不错
1318,经常开机开不了，显示红辣椒的界面就没动静了，有时候成功开机1分钟就自动关机，返修过一次问题也没得到解决。不如买台小米自己买这些功能软件。,1,68,经常开机开不了显示红辣椒的界面就没动静了有时候成功开机分钟就自动关机返修过一次问题也没得到解决不如买台小米自己买这些功能软件,开机 红辣椒 界面 得到 分钟 解决 经常 有时候 不了 显示 软件 小米 功能 问题
1319,给老人用的，还可以,5,9,给老人用的还可以,老人
1320,这是继三年前买华为荣耀4X之后的又一次购买荣耀畅玩系列，4X除了电池不经用之外，其他的都还可以，其实我已经给它换过两次电池了，不知道这款手机可不可以自己换电池？这次关注了很久，最开始京东上只有128G版本，对于我来说太贵了，一直期待32G版本，本来想来个12期白条的，但是不免息，很遗憾，要养家，还房贷养孩子，别人用上万的我就用用这款一千多的吧。其实有考虑过荣耀V10，前两天不是才发布么，970处理器，虽然2699，但是还是略贵，手机只是一个工具，对于我这种钱不多的人来说，没那个必要。希望以后生活越来越好，上次给老婆买的V9 play，这次给自己买的荣耀畅玩7X，但愿过两年能用上mate11 mate12，其实现在买mate 10也买得起，不过没必要，钱花在刀刃上，现在的省吃俭用，是为了以后能有更好的生活，希望每一个现在生吃俭用过生活的人，每一个买这款手机的人将来都过上自己满意的生活。另外京东物流必须称赞，送货快递员很负责很尽责，点赞！,5,423,这是继三年前买华为荣耀之后的又一次购买荣耀畅玩系列除了电池不经用之外其他的都还可以其实我已经给它换过两次电池了不知道这款手机可不可以自己换电池这次关注了很久最开始京东上只有版本对于我来说太贵了一直期待版本本来想来个期白条的但是不免息很遗憾要养家还房贷养孩子别人用上万的我就用用这款一千多的吧其实有考虑过荣耀前两天不是才发布么处理器虽然但是还是略贵手机只是一个工具对于我这种钱不多的人来说没那个必要希望以后生活越来越好上次给老婆买的 这次给自己买的荣耀畅玩但愿过两年能用上 其实现在买 也买得起不过没必要钱花在刀刃上现在的省吃俭用是为了以后能有更好的生活希望每一个现在生吃俭用过生活的人每一个买这款手机的人将来都过上自己满意的生活另外京东物流必须称赞送货快递员很负责很尽责点赞,生活 荣耀 必要 版本 电池 这款 这次 来说 以后 希望 负责 太贵 白条 之外 上次
1321,收到货了，速度很快！待用后追评，买给老妈用的,5,22,收到货了速度很快待用后追评买给老妈用的,老妈 追评 很快 收到 速度
1322,宝贝收到了，非常好，与卖家的描述一致，服务非常满意，发货速度非常快，包装很严实，是一次非常满意的购物。纤薄机身整体造型特点，号称拥有&ldquo;小杨柳腰&rdquo;一般的舒适握感，搭载了5.45全面屏(分辨率几乎必然是1440&times;720) 搭载了全新12纳米工艺制程四核高性能处理器联发科Helio A22，性能相比骁龙425增加37%，功耗相比28**制程降低了48%，内置3000mAh电池，后置1300万像素相机，前置500万像素相机，并且前置相机支持AI人像模式。,5,243,宝贝收到了非常好与卖家的描述一致服务非常满意发货速度非常快包装很严实是一次非常满意的购物纤薄机身整体造型特点号称拥有小杨柳腰一般的舒适握感搭载了全面屏分辨率几乎必然是 搭载了全新纳米工艺制程四核高性能处理器联发科 性能相比骁龙增加功耗相比制程降低了内置电池后置万像素相机前置万像素相机并且前置相机支持人像模式,相机 搭载 非常 相比 前置 像素 满意 增加 舒适 描述 几乎 骁龙 工艺 拥有 全新
1323,原装正品，玻璃机身手感比7P好太多，这个银色看着好像粉色?有点后悔没上金色，之前7就是亮黑，粘指纹，所以这次直接pass。本来打算等双十一再下手，但是还是没忍住。,5,81,原装正品玻璃机身手感比好太多这个银色看着好像粉色有点后悔没上金色之前就是亮黑粘指纹所以这次直接本来打算等双十一再下手但是还是没忍住,比好 太多 打算 下手 双十 金色 后悔 原装 好像 直接 机身 本来 看着 这次 玻璃
1324,京东物流就是快，质量不错，包装完美，打开包装看看&hellip;充电器，耳机，保护套，就是没有手指扣。,5,51,京东物流就是快质量不错包装完美打开包装看看充电器耳机保护套就是没有手指扣,包装 手指 保护套 充电器 看看 完美 耳机 打开 质量 物流 没有 京东 不错
1325,昨晚刚刚到的 功能多 用起来 很流畅功能又多 像素好 听音乐音质也清晰 从OPPO换华为 真是天差地别 同样是2999 比OPPO好很多 以后还会换华为的 **OPPO没有第二次了,5,90,昨晚刚刚到的 功能多 用起来 很流畅功能又多 像素好 听音乐音质也清晰 从换华为 真是天差地别 同样是 比好很多 以后还会换华为的 没有第二次了,功能 比好 同样 真是 第二次 音乐 还会 刚刚 音质 像素 很多 起来 以后 清晰 流畅
1326,"手机是正品 、客服态度也好,京东发货也快，唯一让难受的就是送货的快递员",5,35,手机是正品 客服态度也好京东发货也快唯一让难受的就是送货的快递员,难受 态度 唯一 送货 客服 正品 发货 快递 京东 手机
1327,被这个手机惊艳到了，因为之前用的手机被偷了，所以才想着买个新的。男朋友给我推荐这一款，我觉得黑色不好看，本来想买另一个品牌的玫瑰金色，但这款上午买下午就到了，拿到手觉的颜值很高，如果64g也有白色就好了，真的好看。主要是玩游戏那个爽，屏幕超大。但是但是&hellip;&hellip;拍照真的不方便，要倒过来，而且像素真的很一般，跟千元机像素差不多，唉，像我这种爱自拍的人，有点心痛，看在颜值高发货快的份儿上，好好用吧。,5,210,被这个手机惊艳到了因为之前用的手机被偷了所以才想着买个新的男朋友给我推荐这一款我觉得黑色不好看本来想买另一个品牌的玫瑰金色但这款上午买下午就到了拿到手觉的颜值很高如果也有白色就好了真的好看主要是玩游戏那个爽屏幕超大但是但是拍照真的不方便要倒过来而且像素真的很一般跟千元机像素差不多唉像我这种爱自拍的人有点心痛看在颜值高发货快的份儿上好好用吧,真的 颜值 像素 好看 白色 金色 好好 过来 买个 这种 上午 差不多 主要 一款 本来
1328,实用  非常好,5,7,实用 非常好,实用 非常
1329,我也来抢先评价一下，哈哈占个前排。等了一年终于等到你，手机送给老婆的，她一定很喜欢。,5,42,我也来抢先评价一下哈哈占个前排等了一年终于等到你手机送给老婆的她一定很喜欢,等到 一年 一定 送给 老婆 终于 一下 评价 喜欢 手机
1330,喜欢喜欢喜欢朋友帮我拍的 手感超级好 像素好 拍出来的照片高清！！而且手机很薄 已经很满意了 快递小哥哥服务态度也很好 ！,5,61,喜欢喜欢喜欢朋友帮我拍的 手感超级好 像素好 拍出来的照片高清而且手机很薄 已经很满意了 快递小哥哥服务态度也很好,喜欢 高清 照片 服务态度 出来 朋友 超级 像素 快递 满意 手感 手机
1331,第二个iphone了，从iPhone2G到X一路走来变化甚大，之前没用苹果机觉得国产机也不错，当你用了之后就会爱上他的系统，其它的系统都不足为谈，网上都说iphone只是在卖系统，可就是这样依然有不少人为之动然，都说8plus性价比超高，那也不无道理，众所周知8plus的只是外观改变和多了无线充电，不得不说iPhone X拿到手上特别的轻。系统真的好，运行速度超快那是没得说，分辨率比之前的都有所提升，个别软件有点闪退还是要说一下，手机有点发热，还有前后屏幕因为是玻璃材质所以必须十分小心，外观设计风格独特魅力十足确实让人心动震撼，下定决心血本入手一台机，都说京东买电器不错，想着手机应该也有保障吧 激活并验证了，而且是新发售的新机官网查了查是正品，快递物流很准时送达，中午付款下午就到了，因为城市在北上广而且距离配送站近。到货后快递小哥一起帮忙找快递。非常感谢他们。包装用的盒子很简单啊，唯一遗憾的盒子角碰变形了，外框也有小的瑕疵但不明显。也没有红屏，掉漆什么的。64G还是觉得不够用，索性256G一步到位，用上两三年没毛病，三年以后的iphone会是啥样期待中！希望京东越做越好，越来越人性化。,5,500,第二个了从到一路走来变化甚大之前没用苹果机觉得国产机也不错当你用了之后就会爱上他的系统其它的系统都不足为谈网上都说只是在卖系统可就是这样依然有不少人为之动然都说性价比超高那也不无道理众所周知的只是外观改变和多了无线充电不得不说 拿到手上特别的轻系统真的好运行速度超快那是没得说分辨率比之前的都有所提升个别软件有点闪退还是要说一下手机有点发热还有前后屏幕因为是玻璃材质所以必须十分小心外观设计风格独特魅力十足确实让人心动震撼下定决心血本入手一台机都说京东买电器不错想着手机应该也有保障吧 激活并验证了而且是新发售的新机官网查了查是正品快递物流很准时送达中午付款下午就到了因为城市在北上广而且距离配送站近到货后快递小哥一起帮忙找快递非常感谢他们包装用的盒子很简单啊唯一遗憾的盒子角碰变形了外框也有小的瑕疵但不明显也没有红屏掉漆什么的还是觉得不够用索性一步到位用上两三年没毛病三年以后的会是啥样期待中希望京东越做越好越来越人性化,系统 快递 盒子 之前 觉得 验证 变化 准时 送达 心动 小心 第二个 手上 材质 非常感谢
1332,"现在是第二天使用，说下个人体验吧。没有官方图片那么完美，半紫半蓝不太现实的。觉得手机有点偏长，使用返回键时不方便，而且左右黑边较宽，整理桌面图标时不够灵敏（假设图标从桌面第一页移到第二页），还有华为输入法很调皮，数字键盘的数字真心小，经常点错，打个密码也要万分小心，为什么输入帐号密码都要用华为输入法呢，为什么要默认？就不可根据个人习惯用吗
还有个十分讨厌的肓点，微信支付不可采用指纹支付，无语了，还是数字密码，而且还不可隐藏钱包金额&hellip;&hellip;其他小毛病还有待大家去发现！
总得来说还是很满意的，很流畅，颜值高，相机玩法多，充电快，又耐用，不打游戏的情况下一天一充不是问题。",3,298,现在是第二天使用说下个人体验吧没有官方图片那么完美半紫半蓝不太现实的觉得手机有点偏长使用返回键时不方便而且左右黑边较宽整理桌面图标时不够灵敏假设图标从桌面第一页移到第二页还有华为输入法很调皮数字键盘的数字真心小经常点错打个密码也要万分小心为什么输入帐号密码都要用华为输入法呢为什么要默认就不可根据个人习惯用吗 还有个十分讨厌的肓点微信支付不可采用指纹支付无语了还是数字密码而且还不可隐藏钱包金额其他小毛病还有待大家去发现 总得来说还是很满意的很流畅颜值高相机玩法多充电快又耐用不打游戏的情况下一天一充不是问题,支付 个人 使用 桌面 默认 小心 一充 隐藏 返回 采用 官方 十分 用华为 不够 经常
1333,一直在用华为手机，拍照很清晰，反应快，一如既往的支持华为手机,5,30,一直在用华为手机拍照很清晰反应快一如既往的支持华为手机,用华为 一如既往 反应 清晰 支持 手机 拍照
1334,听人说是个性价比很高的手机，就买来送人，看着还不错。,5,26,听人说是个性价比很高的手机就买来送人看着还不错,买来 看着 性价比 不错 手机
1335,手机可以小米值得信赖  物流慢手机盒有碰撞还好手机没坏,5,27,手机可以小米值得信赖 物流慢手机盒有碰撞还好手机没坏,手机 还好 信赖 值得 物流
1336,大体还行，声音还可以，老人用着字体也合适，希望耐用些，用后还会在追评的,5,35,大体还行声音还可以老人用着字体也合适希望耐用些用后还会在追评的,字体 合适 追评 耐用 老人 声音 希望
1337,新手机，还在熟悉,5,8,新手机还在熟悉,熟悉 新手机
1338,"手机不错，屏幕素质很高，色彩看起来通透性很好，色彩也艳丽，没网上说的什么辣眼睛，我主力机是note8。
不知道你们说什么颗粒感的人都是什么显微镜眼睛。
就做工而言，国产机里面也算第一梯队了吧，跟ov比差不多
待机耗电不玩游戏，每天微信加电话妥妥的一天时间，出门不需要带充电宝，没尿崩，反正比note8强点
里面的一些小问题就是，铃声设置居然把微信提示音没归类到短信提示音，跟其他提示音一起，很不习惯。
键盘也略微有点卡表情界面。
拍照打开摄像头会有1秒果冻效果，应该是软件没优化好的情况。
拍照白天真的已经算是国际第一梯队了，拍照比较写实，所以没有三星那样讨好眼球。
最后一个问题就是MIUI居然不是自带的。",5,304,手机不错屏幕素质很高色彩看起来通透性很好色彩也艳丽没网上说的什么辣眼睛我主力机是 不知道你们说什么颗粒感的人都是什么显微镜眼睛 就做工而言国产机里面也算第一梯队了吧跟比差不多 待机耗电不玩游戏每天微信加电话妥妥的一天时间出门不需要带充电宝没尿崩反正比强点 里面的一些小问题就是铃声设置居然把微信提示音没归类到短信提示音跟其他提示音一起很不习惯 键盘也略微有点卡表情界面 拍照打开摄像头会有秒果冻效果应该是软件没优化好的情况 拍照白天真的已经算是国际第一梯队了拍照比较写实所以没有三星那样讨好眼球 最后一个问题就是居然不是自带的,眼睛 居然 第一 色彩 里面 拍照 问题 白天 界面 一起 国产机 设置 优化 耗电 待机
1339,此用户未填写评价内容,5,10,此用户未填写评价内容,未填写 内容 用户 评价
1340,手机收到了，包装完好无损，京东发货很快，第二天早上就到了。刚拿到手，手感很好，很有质感，屏幕也很亮很清晰，不错，很满意。,5,60,手机收到了包装完好无损京东发货很快第二天早上就到了刚拿到手手感很好很有质感屏幕也很亮很清晰不错很满意,质感 第二天 拿到 发货 清晰 包装 满意 手感 很快 屏幕 收到 京东 不错 手机
1341,手机用着不错，系统流畅，我不打游戏，完全可以满足日常需要，全面屏效果不错，就是音质差点，没有快充。,5,49,手机用着不错系统流畅我不打游戏完全可以满足日常需要全面屏效果不错就是音质差点没有快充,满足 日常 打游戏 快充 完全 音质 需要 全面屏 不错 效果 系统 流畅 没有 手机
1342,性价比非常高的手机  京东速度也很快,5,18,性价比非常高的手机 京东速度也很快,性价比 很快 速度 非常 京东 手机
1343,给家里老人买的，很实用，又方便。,5,16,给家里老人买的很实用又方便,家里 实用 方便 老人
1344,说实话手机还凑合，毕竟价位在那呢，有的时候指纹识别真的不灵敏，人脸识别光线暗的地方就不行了，稍微有些卡顿，不过还可以，电量有点不够用，一晚上没充电就快没电了，别的方面还可以，手机很轻，做工还可以，暂时先用着，看看以后什么情况，另外吐槽一下，快递包装太糊弄了，就一个纸壳箱加手机盒都没有保护措施，这要是破损了怎么办,3,156,说实话手机还凑合毕竟价位在那呢有的时候指纹识别真的不灵敏人脸识别光线暗的地方就不行了稍微有些卡顿不过还可以电量有点不够用一晚上没充电就快没电了别的方面还可以手机很轻做工还可以暂时先用着看看以后什么情况另外吐槽一下快递包装太糊弄了就一个纸壳箱加手机盒都没有保护措施这要是破损了怎么办,不灵敏 吐槽 没电 先用 说实话 不够 指纹识别 不行 地方 手机 电量 情况 暂时 人脸识别 看看
1345,不错的手机 赞一个 挺好用的,5,14,不错的手机 赞一个 挺好用的,挺好用 不错 手机
1346,荣耀v10关注很久啦！有活动就立即买了，像素特别好，照片很清晰，运行起来很流畅，还送了荣耀耳机，很满意，非常喜欢，好评！,5,60,荣耀关注很久啦有活动就立即买了像素特别好照片很清晰运行起来很流畅还送了荣耀耳机很满意非常喜欢好评,荣耀 关注 活动 照片 耳机 像素 起来 好评 清晰 特别 运行 满意 流畅 喜欢 非常
1347,很满意的一次购物，店家服务态度很好，机子是心机，未拆封，手感很好，五星好评,5,37,很满意的一次购物店家服务态度很好机子是心机未拆封手感很好五星好评,拆封 五星 店家 服务态度 机子 购物 好评 满意 手感
1348,手机看到还可以，用一段时候看。,5,15,手机看到还可以用一段时候看,看到 手机
1349,这款产品键盘大，价格实惠，老人家挺实用的。,5,21,这款产品键盘大价格实惠老人家挺实用的,老人家 实用 产品 实惠 价格
1350,商品很好，但是还没用，小米质量很好，上市公司,5,22,商品很好但是还没用小米质量很好上市公司,没用 商品 质量
1351,很喜欢，包装严实，手机比我想象的好，第一次在京东买东西果然不负众望,5,33,很喜欢包装严实手机比我想象的好第一次在京东买东西果然不负众望,想象 第一次 东西 包装 喜欢 京东 手机
1352,值得够买，手机不错，是正品,5,13,值得够买手机不错是正品,正品 值得 不错 手机
1353,这手机今年买第二部了，运行很流畅，配置足够用，大电量确实爽。同样配置的哪里找这个价位去，超值。,5,47,这手机今年买第二部了运行很流畅配置足够用大电量确实爽同样配置的哪里找这个价位去超值,配置 第二部 同样 超值 足够 电量 价位 确实 运行 流畅 手机
1354,京东真的够快，上午下单下午就到了，试用一下效果非常好，超直，这款手机性价比高，拍相片非常清晰，原先我也有担心，因为网上评价有的人说不怎么样，我觉得比一般的手机都好用，好的产品一定是好评。,5,93,京东真的够快上午下单下午就到了试用一下效果非常好超直这款手机性价比高拍相片非常清晰原先我也有担心因为网上评价有的人说不怎么样我觉得比一般的手机都好用好的产品一定是好评,非常 一定 上午 试用 担心 网上 这款 产品 下午 好评 下单 觉得 清晰 一下 效果
1355,刚收到，京东快递没得说，手机外观时尚，手感比较顺滑，一次满意的网购，如有机会下次继续????,5,46,刚收到京东快递没得说手机外观时尚手感比较顺滑一次满意的网购如有机会下次继续,顺滑 网购 时尚 没得说 继续 下次 比较 快递 满意 手感 外观 收到 京东 手机
1356,不错！物廉价美！,5,8,不错物廉价美,不错
1357,这是继三年前买华为荣耀4X之后的又一次购买荣耀畅玩系列，4X除了电池不经用之外，其他的都还可以，其实我已经给它换过两次电池了，不知道这款手机可不可以自己换电池？这次关注了很久，最开始京东上只有128G版本，对于我来说太贵了，一直期待32G版本，本来想来个12期白条的，但是不免息，很遗憾，要养家，还房贷养孩子，别人用上万的我就用用这款一千多的吧。其实有考虑过荣耀V10，前两天不是才发布么，970处理器，虽然2699，但是还是略贵，手机只是一个工具，对于我这种钱不多的人来说，没那个必要。希望以后生活越来越好，上次给老婆买的V9 play，这次给自己买的荣耀畅玩7X，但愿过两年能用上mate11 mate12，其实现在买mate 10也买得起，不过没必要，钱花在刀刃上，现在的省吃俭用，是为了以后能有更好的生活，希望每一个现在生吃俭用过生活的人，每一个买这款手机的人将来都过上自己满意的生活。另外京东物流必须称赞，送货快递员很负责很尽责，点赞！,5,423,这是继三年前买华为荣耀之后的又一次购买荣耀畅玩系列除了电池不经用之外其他的都还可以其实我已经给它换过两次电池了不知道这款手机可不可以自己换电池这次关注了很久最开始京东上只有版本对于我来说太贵了一直期待版本本来想来个期白条的但是不免息很遗憾要养家还房贷养孩子别人用上万的我就用用这款一千多的吧其实有考虑过荣耀前两天不是才发布么处理器虽然但是还是略贵手机只是一个工具对于我这种钱不多的人来说没那个必要希望以后生活越来越好上次给老婆买的 这次给自己买的荣耀畅玩但愿过两年能用上 其实现在买 也买得起不过没必要钱花在刀刃上现在的省吃俭用是为了以后能有更好的生活希望每一个现在生吃俭用过生活的人每一个买这款手机的人将来都过上自己满意的生活另外京东物流必须称赞送货快递员很负责很尽责点赞,生活 荣耀 必要 版本 电池 这款 这次 来说 以后 希望 负责 太贵 白条 之外 上次
1358,此用户未填写评价内容,5,10,此用户未填写评价内容,未填写 内容 用户 评价
1359,外观来看还是很好的，真是纯裸机。。除了充电器和手机啥也没有。给妈妈买的生日礼物，妈妈还算满意那就这样吧。就这个价位来说，性能什么的还是可以接受的，手机像素还可以，音量也挺大的，挺适合老人用的。快递用的宅急送，没能送到家很不开心。还特意上的服务站去取的。,5,126,外观来看还是很好的真是纯裸机除了充电器和手机啥也没有给妈妈买的生日礼物妈妈还算满意那就这样吧就这个价位来说性能什么的还是可以接受的手机像素还可以音量也挺大的挺适合老人用的快递用的宅急送没能送到家很不开心还特意上的服务站去取的,妈妈 来看 特意 音量 真是 接受 开心 充电器 送到 适合 价位 性能 像素 老人 来说
1360,还不错。一样华为越来越棒。也一样京东越来越?！,5,23,还不错一样华为越来越棒也一样京东越来越,越来越 京东 不错
1361,速度还行，用习惯了，买多一台6做放另外一个号，暂时没发现问题，也是到手激活的,5,38,速度还行用习惯了买多一台做放另外一个号暂时没发现问题也是到手激活的,一台 激活 暂时 习惯 发现 到手 问题 速度
1362,"首先说一下手机外观，手机很薄，做工也很精致???，唯独摄像头部分真的是凸出好多，需要佩戴手机壳。手机内存6G,实用4.6G，储存64G到手大概54G左右，手机运行流畅，使用方便，新机还需要进一步研究一下。整体还是挺不错的。京东送货也快，次日就收到了，还送了一个手机壳，质量还不错，如果能再多张手机膜就很好了，???在小米官网没抢到，在京东抢抢到了，好开森???",5,180,首先说一下手机外观手机很薄做工也很精致唯独摄像头部分真的是凸出好多需要佩戴手机壳手机内存实用储存到手大概左右手机运行流畅使用方便新机还需要进一步研究一下整体还是挺不错的京东送货也快次日就收到了还送了一个手机壳质量还不错如果能再多张手机膜就很好了在小米官网没抢到在京东抢抢到了好开森,手机 需要 一下 储存 研究 精致 大概 官网 京东 新机 挺不错 实用 好多 左右 做工
1363,很好，国行机子全新未激活。还是有些不适应。 毕竟给老婆买的。我继续用的安卓荣耀v9。说实话大家有些太追了。不要忘记我国大中华。,5,63,很好国行机子全新未激活还是有些不适应 毕竟给老婆买的我继续用的安卓荣耀说实话大家有些太追了不要忘记我国大中华,未激活 说实话 安卓 适应 全新 老婆 不要 继续 毕竟 大家 机子 荣耀
1364,刚到手，个人觉得灰色挺好看，低调。本来再官网订的幻彩蓝，零点过四分订，迟迟不发货，改京东订灰色了，上午订下午送到。主要原来的p9屏幕坏了，电池也坏了。新出的p20 pro太贵，正好荣耀10出了，在实体试过v10 觉得还不错，赶紧换手机。颜值确实不错，女生用一只手也可以操作。因为有前置指纹，所以有一个下巴，这个仁者见仁智者见智吧。手机运行流畅，屏幕显示细腻，性价比不错。电池据说重度使用会掉快，但充的也快。华为超级快充确实好，就是充电宝太贵。,5,221,刚到手个人觉得灰色挺好看低调本来再官网订的幻彩蓝零点过四分订迟迟不发货改京东订灰色了上午订下午送到主要原来的屏幕坏了电池也坏了新出的 太贵正好荣耀出了在实体试过 觉得还不错赶紧换手机颜值确实不错女生用一只手也可以操作因为有前置指纹所以有一个下巴这个仁者见仁智者见智吧手机运行流畅屏幕显示细腻性价比不错电池据说重度使用会掉快但充的也快华为超级快充确实好就是充电宝太贵,太贵 灰色 确实 觉得 电池 不错 女生 重度 赶紧 正好 下巴 细腻 原来 屏幕显示 上午
1365,非常不错，手机可以，配送快，相信京东,5,18,非常不错手机可以配送快相信京东,配送 相信 非常 京东 不错 手机
1366,手机挺好，手感不错，尺寸喜欢。,5,15,手机挺好手感不错尺寸喜欢,好手 尺寸 喜欢 不错 手机
1367,此用户未填写评价内容,5,10,此用户未填写评价内容,未填写 内容 用户 评价
1368,不错，到货快，价格合理，满意！,5,15,不错到货快价格合理满意,到货 满意 不错
1369,为啥没有直接插耳机的接口啊 什么设计 ai,5,21,为啥没有直接插耳机的接口啊 什么设计,接口 直接 设计 耳机 没有
1370,手机质量其实一般，特别是手机充电孔，偏一侧了，手动掰了一下暂时可以用了,5,35,手机质量其实一般特别是手机充电孔偏一侧了手动掰了一下暂时可以用了,暂时 一下 特别 充电 质量 手机
1371,插卡的针都没有,5,7,插卡的针都没有,没有
1372,手机试玩两个星期了，总体还不错，首先给京东商城满分，本来说的一个星期后发货，结果两天就发货，一天就到了，太牛了，说说手机吧，优点性价比很高，目前最便宜的845，相机也不错，缺点就是屏幕很一般，电池有点快，看屏幕时间长了，有点头晕，屏幕自动亮度有时候很暗，不知道怎么回事，其他都很好，总体手机不错，本来抢了几分钟都要放弃的，他提示我换个手指试试，结果我就换了一个手指，然后马上抢到了，哈哈哈哈,5,195,手机试玩两个星期了总体还不错首先给京东商城满分本来说的一个星期后发货结果两天就发货一天就到了太牛了说说手机吧优点性价比很高目前最便宜的相机也不错缺点就是屏幕很一般电池有点快看屏幕时间长了有点头晕屏幕自动亮度有时候很暗不知道怎么回事其他都很好总体手机不错本来抢了几分钟都要放弃的他提示我换个手指试试结果我就换了一个手指然后马上抢到了哈哈哈哈,手指 星期 本来 屏幕 发货 怎么回事 提示 不错 试试 亮度 满分 马上 自动 抢到 有时候
1373,用着很不错的，我感觉很好用，就是才买不到十天就被人给偷了，愿小偷得到大气四轮轮椅一辆，简约单人间十天居住权，附赠精美银手镯一双！??,5,66,用着很不错的我感觉很好用就是才买不到十天就被人给偷了愿小偷得到大气四轮轮椅一辆简约单人间十天居住权附赠精美银手镯一双,精美 得到 大气 感觉 不错
1374,屏幕占比大、但是可以单手操作，分辨率参数一般但是视觉效果还是不错的，挺亮的屏幕，外观也很时尚，美观。价位算是比较超值了,5,59,屏幕占比大但是可以单手操作分辨率参数一般但是视觉效果还是不错的挺亮的屏幕外观也很时尚美观价位算是比较超值了,屏幕 美观 视觉效果 单手操作 超值 时尚 算是 分辨率 价位 比较 外观 不错
1375,感觉写评语花掉了我大量的时间和精力！ 所以在一段时间里，我总是不去评价 或者随便写写！ 但是，我又总是觉得好像有点对不住那些辛苦工作的卖家客服、仓管、老板。 于是我写下了一小段话，给我觉得能拿到我五星,5,100,感觉写评语花掉了我大量的时间和精力 所以在一段时间里我总是不去评价 或者随便写写 但是我又总是觉得好像有点对不住那些辛苦工作的卖家客服仓管老板 于是我写下了一小段话给我觉得能拿到我五星,总是 觉得 大量 随便 老板 五星 好像 卖家 一段时间 时间 客服 拿到 评价 感觉
1376,今天到货 系统流畅，颜值可以的，很喜欢，就是为什么没有耳机，第一次购买小米手机，难道小米手机都是没有耳机的吗,3,54,今天到货 系统流畅颜值可以的很喜欢就是为什么没有耳机第一次购买小米手机难道小米手机都是没有耳机的吗,耳机 难道 没有 到货 颜值 第一次 购买 系统 手机 流畅 喜欢
1377,冲着字大买的，有点后悔，连个刚化膜都没送，主要是反应太慢,5,28,冲着字大买的有点后悔连个刚化膜都没送主要是反应太慢,太慢 冲着 后悔 主要 反应
1378,手机便宜，比较适合给家里老人用，买了两台，第一台丢了，各方面符合这个价格，也算是一分钱一分货，性价比也挺高的,5,54,手机便宜比较适合给家里老人用买了两台第一台丢了各方面符合这个价格也算是一分钱一分货性价比也挺高的,第一台 一分钱 符合 一分货 家里 算是 适合 便宜 方面 老人 价格 比较 性价比 手机
1379,货收到后检查了 是国行正品 运行很快 也很漂亮 老婆很满意 是一次开心的网购！,5,39,货收到后检查了 是国行正品 运行很快 也很漂亮 老婆很满意 是一次开心的网购,检查 网购 开心 老婆 正品 很漂亮 运行 满意 很快 收到
